Total solar irradiance (W/m2),Air temperature  (°C) ,Relative humidity (%),Power (MW)
380.08,21.86008809,70.17813267,14.55
471.49,27.59545431,68.47583138,13.98
422.6,28.13599544,60.9050488,17.53
450.88,23.90991858,64.62593496,17.23
501.81,29.55453745,55.69497958,21.33
519.46,27.97297251,59.59000571,19.39
594.84,27.4018204,56.24722065,19.59
607.27,26.45929676,50.9405278,19.85
610.54,30.29977801,56.30794471,19.61
615.61,27.64166084,47.53854462,21.4
556.89,31.91989786,53.64663412,22.53
568.32,27.51822253,47.4897348,23.51
559.17,28.81391417,47.49153524,23.78
589.82,29.05328355,49.92363522,21.91
655.34,33.63172662,41.46197967,18.94
581.19,34.29574961,44.32816046,20.39
592.78,34.73432951,46.21401502,23.05
597.91,34.26202051,40.52380849,21.13
654.71,29.46498413,45.6669033,21.18
503.73,31.53818118,41.1465621,19.89
517.41,32.2875588,43.40909755,19.36
413.47,29.47431813,43.05158511,17.49
397.86,27.86096943,47.12013558,13.12
318.34,31.70596061,46.64860848,14.91
329.69,28.01119268,48.40762751,11.09
234.19,28.01814026,46.95336039,9.25
240.9,26.86587835,48.10470016,8.37
164.82,32.19734271,54.51342488,5.92
115.04,29.11996185,54.56412405,4.59
70.88,26.20762402,56.40697065,3.32
29.9,27.19963146,58.40983726,1.63
0.0,24.94906992,64.41656256,0.57
0.0,25.21695067,57.80852979,0.3
0.0,28.45868019,58.65233126,0.0
0.0,25.91033094,65.9638892,0.0
0.0,22.44518356,66.44959357,0.0
0.0,22.15039023,64.68093219,0.0
0.0,26.0563044,69.72319913,0.0
0.0,24.49131571,73.69724348,0.0
35.8,19.84341122,68.15799426,0.5
50.18,24.34702556,68.31981633,0.9
96.56,23.2813934,56.46058197,2.69
129.12,24.96571783,66.29955165,5.44
185.51,26.51886468,59.27322345,6.1
224.54,25.49791546,54.41827705,6.54
300.0,25.3275519,57.36195511,9.51
332.84,23.92439332,56.5914138,10.19
355.68,24.1118441,57.3949047,13.53
428.44,27.5722487,57.35666795,14.84
485.0,25.88783471,52.17660118,14.56
476.04,26.26544839,55.96191179,15.33
521.5,29.81906664,52.94681997,17.55
533.46,26.60473369,51.39627452,17.33
535.6,30.01139323,43.2590853,17.57
578.0,30.90026086,46.45644555,20.17
459.86,34.19711108,47.15489451,22.6
500.47,32.47585321,43.43756288,22.9
591.71,27.4752657,51.36220597,21.33
543.43,31.87782836,50.16896819,20.97
558.74,31.30374161,47.86588408,21.98
601.05,32.65231577,42.84077302,21.09
532.59,28.09146668,46.35303759,18.91
614.37,32.32593022,44.06674326,20.65
579.56,30.12882897,44.43481205,21.2
548.17,29.56041587,41.60438529,21.82
528.05,32.61390451,40.41324531,20.42
551.53,34.66439947,44.29928218,18.56
524.44,28.02893517,44.42238857,20.47
449.0,34.20024352,46.73303327,17.57
433.76,32.48080773,48.36593138,16.99
389.24,32.748554,48.00987937,14.3
311.14,33.56130803,52.93481739,12.67
256.85,28.59735285,47.06522403,11.35
216.71,29.69664251,53.90011372,10.54
160.66,26.52466512,56.53676653,8.54
146.09,31.19977445,54.33105676,5.99
98.58,30.00604943,55.20786402,5.85
52.24,24.40105682,56.50692384,3.0
24.65,24.85240133,70.25829362,1.52
0.0,28.31067825,60.55551226,0.72
0.0,24.03522751,71.52611079,0.31
0.0,27.30685458,67.33832256,0.0
0.0,26.98688249,70.07130795,0.0
0.0,27.09879886,66.53822059,0.0
0.0,21.7613771,61.3366732,0.0
0.0,24.47039813,63.64787085,0.0
0.0,21.51741529,70.1968554,0.0
0.0,14.38247412,72.83059433,0.47
17.55,13.9237386,69.94740947,0.99
30.32,14.35012993,81.03336917,2.29
46.0,14.07503572,77.00733219,5.08
57.18,17.72142611,79.5597589,6.48
87.38,16.35617351,80.04918404,6.6
114.57,17.73969193,71.37391533,9.69
133.25,17.15761287,75.35619707,9.77
154.93,18.49659931,78.29447633,10.2
179.15,17.75125071,73.32118037,11.81
164.86,18.12848722,70.39362479,12.92
196.26,15.59081659,69.40253038,13.58
179.67,19.49310999,75.66513508,18.36
218.86,17.62284813,72.74704605,17.58
234.74,18.88803569,67.55093124,16.35
229.7,17.42243385,71.50671878,19.77
235.07,16.09943977,66.27226251,20.59
276.27,18.07426628,63.65233413,19.3
223.99,16.67850342,74.61072569,19.07
269.73,18.99839456,69.04073542,22.66
298.27,18.49333801,67.93155743,21.12
268.61,17.68356195,74.55112816,18.72
279.29,19.71746544,68.70879241,20.44
301.1,16.10983289,69.39453643,20.97
315.57,17.93126273,76.35589648,21.49
248.1,19.45149649,68.06235442,18.08
287.47,18.2241214,74.52425478,20.52
258.27,19.49942832,72.2744352,16.83
239.04,17.43156837,67.71242283,15.99
221.65,15.9699913,71.95514315,15.66
232.92,17.43430437,66.67195282,15.49
191.46,18.58383789,67.68616509,13.26
187.61,19.03616722,66.89562547,14.89
156.95,16.5510579,74.74645619,10.73
145.96,16.07562634,78.66817542,9.12
100.99,15.2152975,80.39186482,7.83
83.23,18.64598784,76.49314373,5.9
58.02,17.29219374,79.72527016,4.97
32.87,16.02644986,79.87341693,3.42
14.66,16.6937524,67.48433991,1.62
0.0,17.22528267,80.46591773,0.67
0.0,15.33506806,73.89254894,0.32
0.0,16.85177601,80.6939237,0.0
0.0,14.20225816,73.88022105,0.0
0.0,17.00971442,74.01361385,0.0
0.0,16.05391373,76.08920581,0.0
0.0,14.77243319,76.38029808,0.0
0.0,14.37739873,70.73191126,0.0
26.55,20.62171563,72.64277011,0.5
42.99,19.64658618,66.36083636,1.09
80.61,17.39717369,75.74905273,2.62
126.6,21.25488784,77.97145914,5.11
188.98,18.17375692,65.02960731,6.21
206.0,18.74520898,75.6042398,6.62
305.28,19.98173327,73.98636637,8.31
345.84,20.4677472,67.93120016,10.04
425.0,23.42283082,64.62822517,10.44
436.59,21.05615888,68.21057965,13.98
428.23,22.53008975,61.30494732,16.23
400.14,24.19192772,53.50564173,13.84
454.75,27.59438332,57.30337557,17.34
444.73,27.96733913,50.20523111,15.92
437.1,27.58750781,51.89404098,17.2
421.89,25.95523146,55.71720303,17.25
526.13,26.52398982,46.16328568,18.34
524.68,25.24487094,53.49265031,20.64
465.05,24.49636391,52.73702613,21.49
490.5,26.64346665,54.4878545,21.06
482.08,27.52464751,43.80557258,22.21
454.66,26.79357205,53.39278389,20.81
511.98,25.78917876,51.90880989,18.71
465.8,26.63344642,45.67057958,20.48
438.61,30.13808291,45.64180166,20.68
449.17,27.51899873,47.92044003,19.73
450.0,31.71256809,46.47225597,19.01
495.32,31.86319953,42.80488954,16.23
444.35,26.88712272,48.02262359,16.44
403.91,26.1845208,43.12253745,18.07
384.25,31.31835021,50.29053087,14.64
348.26,29.46032475,45.67279974,16.38
277.21,27.30262575,49.67200338,13.83
252.96,26.546399,51.29472136,12.32
180.79,29.49781445,48.99877663,9.05
172.0,29.19109879,49.81595988,9.22
122.36,28.71583405,57.7788508,8.36
94.72,27.97037434,57.05915753,4.63
54.32,24.21623576,58.37939427,3.5
22.66,27.37314696,56.91270531,1.89
0.0,26.11752752,53.70773119,0.69
0.0,26.02362136,57.16249047,0.36
0.0,24.81809815,59.61179221,0.0
0.0,21.55404824,59.17784455,0.0
0.0,26.2500381,67.94647713,0.0
0.0,24.00932634,57.4104708,0.0
0.0,21.20629473,61.36909814,0.0
0.0,21.60447094,68.46532228,0.0
15.56,15.90725674,70.86940164,0.24
28.72,16.92266801,66.81343853,0.51
36.43,16.27252971,72.14705693,1.25
49.74,17.72352774,63.58384259,2.44
71.23,16.40936082,64.78861061,3.87
84.26,17.17037921,62.54711045,4.33
114.33,16.20780189,58.84240081,4.76
123.87,18.88221281,65.63973136,6.17
135.24,19.56379356,73.4379633,6.62
156.84,18.20681675,66.06888782,6.9
164.15,16.79861609,75.36325323,8.93
157.06,17.27302785,74.07733844,10.96
199.13,19.88474999,65.09218787,12.31
187.41,18.42904864,66.57486013,12.26
183.25,16.82629708,70.7425268,14.37
190.32,19.18687335,75.04480762,13.87
183.23,18.79775241,65.96042957,16.34
220.47,18.35265276,67.58790119,14.62
223.44,18.58046938,71.24101238,15.47
218.03,20.92103169,74.55996185,17.61
210.13,18.23536437,67.39398255,19.67
207.5,19.01359895,70.79576257,17.47
213.89,18.27312662,59.56166753,20.81
229.06,18.00866857,66.4166793,16.59
243.23,20.61238697,62.88445732,17.17
231.34,18.93872219,57.74288641,17.2
205.14,18.70237512,57.82006435,18.36
209.38,20.97060096,54.08730981,15.43
195.72,22.88849774,52.89775662,14.62
217.23,19.54912061,54.04164705,13.05
199.47,19.23930234,62.30426976,11.46
163.76,23.56834567,57.57063028,11.36
143.16,19.85283884,65.05778282,9.84
159.63,19.51681088,53.09329404,8.18
127.04,21.60571881,65.8961225,6.34
113.16,18.58087752,61.55965078,5.27
98.8,23.23811637,54.55325192,4.5
64.47,21.47055505,60.68993772,3.37
35.21,22.53625868,57.86748277,2.26
15.0,20.92442639,64.30910908,1.42
0.0,19.41382992,55.88897074,0.51
0.0,21.21374423,67.34282307,0.26
0.0,18.28361218,61.28980113,0.0
0.0,18.79561281,55.5689839,0.0
0.0,17.33163828,60.02209907,0.0
0.0,20.67398791,65.66715162,0.0
0.0,18.51658273,61.68728512,0.0
0.0,18.92127573,58.73149228,0.0
12.07,12.7085209,74.10060658,0.32
26.91,15.57772137,76.42150432,0.71
40.26,14.77080955,79.01994845,1.9
62.18,12.9973671,67.49849487,3.74
90.67,14.35493117,68.58193687,4.2
105.97,13.51538576,76.3225272,5.44
125.97,13.45396184,67.81170226,5.67
156.82,16.28750775,67.24770021,6.85
182.46,18.07439492,73.74583153,8.85
192.05,18.65275348,68.97418899,10.9
237.4,15.76450111,60.85978984,11.78
239.16,16.07201682,65.10755205,10.43
219.09,19.5639457,64.92319649,10.23
236.92,17.30356747,64.38921736,12.64
281.34,18.75803849,66.16229093,10.2
300.37,19.41675762,53.81532057,12.18
263.15,20.18952803,63.08097363,10.34
293.58,20.49119172,62.56361566,11.41
271.85,18.17529851,63.68777214,11.35
330.91,18.63134558,60.98304568,10.82
275.61,18.76937487,63.96163211,10.73
319.89,21.14095455,62.81156318,11.09
362.08,22.72828013,63.84968762,9.44
316.98,21.93589974,57.19676234,9.11
352.17,21.19406925,64.37167023,9.15
304.47,22.78898516,56.45249669,9.37
353.52,21.05806528,54.44730339,10.06
343.34,19.07829551,58.27813041,8.36
266.43,21.93330815,63.99210864,9.33
287.55,19.9163148,58.6543929,8.33
265.12,20.2136686,61.98339954,6.39
219.83,20.33865155,64.50464371,6.28
191.7,22.95386731,58.23612753,4.79
164.38,22.77077537,62.35421423,5.11
166.08,21.8557373,64.34359481,4.3
130.04,18.8753495,69.87148895,3.07
121.08,18.66241101,72.65186492,2.42
84.5,18.28173802,74.01457949,1.91
45.42,18.84921624,62.51816971,1.08
18.1,18.39405982,75.52100749,0.47
0.0,18.59190671,75.71786344,0.18
0.0,16.80689535,72.59860418,0.1
0.0,16.28453748,70.4386409,0.0
0.0,16.34332756,68.99620178,0.0
0.0,18.04322457,71.70306649,0.0
0.0,17.70324332,69.0189348,0.0
0.0,16.07860506,77.64419847,0.0
0.0,15.64843537,72.1544372,0.0
0.0,15.40786016,65.20478635,0.48
18.1,13.38858491,72.41705995,0.94
30.4,15.86171206,59.45848672,2.46
70.05,14.85049191,60.28487156,5.06
101.44,14.33561086,65.69728981,6.93
164.86,15.35471681,71.38412312,9.79
208.91,15.98294386,62.1036607,9.83
225.26,18.3020322,65.02492323,11.21
251.59,18.07393059,58.72902508,12.2
358.46,18.74309723,53.90542998,15.08
371.84,17.64852797,59.583439920000004,13.37
408.69,21.2006693,53.44700776,14.02
429.92,22.86323488,52.30397796,16.12
365.12,23.63121915,47.8430529,15.9
406.56,24.20493056,47.40511223,17.05
404.58,26.21679956,53.30938765,16.4
396.16,23.82441158,51.42423503,20.18
434.53,21.1980999,42.16345306,19.57
445.4,25.75552378,46.1483079,19.1
456.53,24.43560246,44.97117472,21.58
498.93,25.89604013,41.17227782,22.53
519.69,22.5955045,49.54521486,19.48
479.21,23.92511103,49.85805199,18.92
457.5,26.28013675,42.03805287,19.47
443.31,25.25982949,44.50367923,20.44
488.09,22.69622734,48.86572704,18.5
437.32,24.01886013,47.96162105,19.1
461.84,24.60842063,47.87430663,17.62
454.21,23.58306716,42.22633856,17.41
401.44,23.18271881,43.20379186,16.8
367.21,27.59956278,47.41373302,15.55
297.77,26.67722052,42.04944204,14.01
271.2,22.28754082,47.14611232,13.65
189.71,26.00168062,48.07188171,10.97
167.0,23.29636035,48.38719901,11.75
137.33,21.12570571,44.8782234,8.64
113.89,26.17867755,48.82006694,6.63
82.0,22.26613415,48.13280056,4.11
37.84,24.29869129,48.67480765,3.27
17.98,21.94507395,50.73280252,1.71
0.0,23.61479511,60.50604809,0.68
0.0,23.83402682,59.05897606,0.3
0.0,23.544332,51.09555869,0.0
0.0,21.51760882,62.05452767,0.0
0.0,21.82266886,55.07471474,0.0
0.0,21.28869314,60.64429835,0.0
0.0,18.58328703,59.44323661,0.0
0.0,20.99350964,65.60198898,0.0
24.89,13.57553858,69.5909288,0.43
45.0,16.16847561,72.7469181,0.82
79.83,16.9908869,72.416366,1.9
140.47,15.69653067,74.30318604,3.64
203.17,16.5311316,65.56018532,5.13
265.24,16.84317171,66.65301317,5.85
336.53,18.25278259,64.68938674,7.0
404.04,17.32056232,68.20538672,9.11
462.94,20.72064951,57.8634037,10.48
442.84,17.56408339,63.19346695,11.21
534.14,18.31272386,56.68447711,12.5
479.58,21.17280531,63.26725125,13.6
484.71,19.81152447,50.13194256,15.13
546.79,21.80209441,48.08247376,13.39
500.89,23.85056854,46.38237145,15.04
548.06,22.84741349,49.86009123,15.63
541.52,22.41945495,54.83461206,17.84
625.14,22.78819264,47.4227146,17.76
506.25,22.35777873,44.58169535,15.49
518.94,23.99127119,49.86040083,17.11
557.84,27.38320058,45.80188878,15.17
561.19,28.08053269,48.38000167,17.63
635.9,26.57731381,51.12895169,15.53
529.36,24.34748871,44.17358359,18.59
526.34,26.04738184,50.91117536,18.43
527.14,27.66339157,42.95740865,18.17
644.02,26.62072766,43.10821203,17.39
578.38,23.59575754,42.61138032,14.82
459.01,24.05053662,50.88727657,13.18
493.77,25.43496146,43.80569222,11.94
385.75,23.25665261,50.19521153,12.45
341.13,23.01802007,43.68709686,12.23
303.9,26.86060644,53.43907118,8.54
244.56,22.8129561,45.77655665,6.05
193.25,26.83363581,54.99472943,4.92
162.09,26.73870144,50.94569116,4.97
118.69,25.55497087,57.96766968,4.25
71.22,24.12825719,58.63666479,2.46
40.6,24.19177765,54.42049489,1.7
18.6,22.27142581,64.83988641,0.92
0.0,24.67175417,61.32482986,0.41
0.0,24.25070288,59.63090018,0.2
0.0,23.26676784,61.97012402,0.0
0.0,23.03982607,60.16117143,0.0
0.0,22.38537903,65.33409778,0.0
0.0,18.41618141,65.0945835,0.0
0.0,21.01100978,68.25984886,0.0
0.0,20.55602419,71.58664013,0.0
14.21,14.94936722,82.11441591,0.12
24.52,14.49787788,87.91988499,0.2
47.52,14.85494193,91.13505171,0.48
66.74,16.6862756,83.69209094,1.08
101.37,16.32094839,88.52659556,1.99
120.49,15.52045929,86.71503696,2.65
172.04,15.25825202,90.79505418,2.85
202.49,18.87207903,84.06408761,3.51
251.79,17.27409375,72.19367015,3.65
245.17,19.9208017,78.52558367,4.3
260.8,19.59474888,82.45921085,5.52
311.65,17.96060668,79.18425245,6.11
349.1,17.23194367,76.68642884,5.83
301.56,18.77019897,65.50473403,5.37
319.74,18.02181504,65.66888481,6.58
331.71,22.39621411,68.98282956,5.73
402.53,23.2522903,74.88162319,6.46
349.41,18.4864211,67.84856122,7.08
417.58,20.65293981,68.38936619,7.58
418.72,20.69595015,63.02930971,7.66
409.78,21.67327173,60.6550423,8.0
409.86,21.78838096,65.6310725,7.28
441.25,22.31780362,58.65091147,8.27
402.45,22.50631355,58.20122457,7.98
435.23,19.99362792,70.01857376,6.65
458.95,22.28356978,65.69574217,7.74
409.95,21.20645383,62.43288823,7.17
366.94,20.73136181,63.68183772,6.97
415.47,22.8128143,57.86433602,6.85
328.21,19.6849086,67.35925432,5.61
322.22,22.05488038,65.54326827,5.07
297.62,22.2890229,62.54239358,5.15
265.03,23.24079268,65.56663915,3.95
234.58,23.3585513,58.63074961,3.51
204.19,20.67579007,63.67488974,3.5
190.31,22.16279707,72.98136518,2.94
117.6,19.93963887,63.19678776,2.48
81.9,18.81473036,70.39038079,1.76
55.93,18.5117506,62.43059517,1.19
20.87,19.70883376,71.29592088,0.49
0.0,19.55440881,70.62511069,0.21
0.0,20.30616781,68.15990268,0.11
0.0,17.2463682,65.43067497,0.0
0.0,18.5884851,79.70446966,0.0
0.0,17.61319384,75.48831846,0.0
0.0,18.3300537,76.44370163,0.0
0.0,18.26044141,70.90968582,0.0
0.0,16.12192666,81.09934813,0.0
13.65,13.57017635,62.92837578,0.35
25.07,11.17948692,74.841623,0.68
39.67,12.52851624,70.333478,1.6
64.27,12.25063507,68.58098818,3.28
85.05,14.42027293,70.86248728,4.33
122.32,14.45239979,69.24671172,4.86
134.11,11.72217263,69.15813644,6.09
151.78,13.24225022,66.13186669,5.75
205.69,14.88084432,57.53795726,7.59
242.12,13.80994269,55.23007322,10.33
223.47,15.18910871,64.45968426,9.19
238.65,15.20273394,55.74375039,10.04
278.06,13.71674825,57.06799169,11.32
290.5,16.4437536,56.68818131,10.81
337.8,17.16257545,48.64079493,11.46
353.1,17.0971518,57.7811517,9.91
301.2,15.18365039,58.11986918,10.0
316.36,16.48224427,47.75669868,10.8
371.87,18.22652911,46.15637063,11.03
397.19,16.07830476,55.51070603,10.99
371.75,18.87471319,50.08452422,12.3
376.85,16.8366775,48.79467498,11.92
397.21,17.02684581,49.88460239,13.75
424.97,19.44933805,53.81899414,12.61
380.76,15.7813968,44.45605552,12.62
452.97,18.83199355,45.50768262,12.39
416.5,16.35901219,52.93920678,9.88
384.38,16.73641835,50.41001355,10.12
384.82,17.74323747,46.24855938,9.73
359.75,18.25527575,44.42225684,9.12
315.78,15.76581953,51.06738872,10.0
273.75,18.70381239,51.11288783,7.42
235.53,17.13186335,48.21603917,5.75
190.85,15.64091716,47.04633412,5.62
192.96,17.5005081,47.00838012,5.22
165.36,18.10097223,54.76900971,4.7
110.72,16.95273557,55.09668703,3.6
84.49,16.10456499,52.55074771,2.28
50.56,14.04469241,57.40255137,1.82
21.78,14.5785681,53.36319073,0.82
0.0,13.45917426,56.61503864,0.37
0.0,15.76033831,60.81479465,0.16
0.0,15.21098421,63.36949395,0.0
0.0,15.89024689,61.37776799,0.0
0.0,12.60647112,52.80797715,0.0
0.0,15.22657078,58.87484868,0.0
0.0,13.15382887,54.51815963,0.0
0.0,14.47843803,61.02578273,0.0
9.38,10.5018575,64.22322174,0.18
21.47,10.45454334,63.10398478,0.38
32.91,10.69993997,59.51588903,0.85
43.05,11.2646817,64.50980267,1.87
60.64,10.23638651,59.19359527,1.89
81.08,9.991901908,58.55611232,2.92
105.39,9.680882596,59.30819554,2.96
114.07,10.44788254,56.74907566,3.1
138.7,10.952359,53.25042845,3.97
174.03,12.56191205,58.94776235,4.19
165.23,12.78815141,56.30617651,4.35
178.65,10.9555026,49.41656153,5.24
168.9,12.79079084,50.34370124,5.82
181.07,14.36243133,54.22033026,4.87
189.29,13.79205624,53.05066622,4.81
192.25,13.65539774,56.03118695,4.95
207.71,12.61923357,46.72083485,5.66
243.08,14.16011021,51.62464465,5.48
242.26,14.3094769,45.95281141,6.4
219.75,14.68594451,50.66058253,6.25
233.8,14.44073896,47.73170492,6.25
258.06,14.24716854,53.35404537,6.21
273.44,14.7435809,55.58283961,6.31
249.99,14.54638824,48.36005783,6.88
265.41,14.50595569,46.16611765,7.14
247.21,14.15102191,49.24093135,6.65
276.48,14.4473168,51.09846925,6.6
218.08,11.5803503,56.70993424,6.39
218.11,14.51649368,46.00044806,4.93
194.92,12.25353375,49.35146767,4.91
158.34,12.5325992,54.36442393,4.88
156.48,11.37668138,56.70529951,5.71
107.34,11.18356046,49.82982282,4.4
93.97,13.54380653,57.62530794,5.22
69.51,12.28355177,47.5981803,3.84
54.16,10.92357374,52.27539424,3.63
45.39,10.82664992,51.63273425,2.46
29.63,11.94632812,61.37648055,2.19
17.05,11.65521981,54.20349798,1.11
0.0,11.26440826,50.37664209,0.57
0.0,11.34746998,61.8234856,0.23
0.0,10.66542876,54.31700181,0.11
0.0,9.710041875,58.539664,0.0
0.0,11.40037357,59.48104671,0.0
0.0,11.54598634,60.73802253,0.0
0.0,11.48619812,56.35595884,0.0
0.0,10.45015166,54.95591117,0.0
0.0,10.02739744,62.34096869,0.0
0.0,10.10556249,66.74918028,0.09
17.74,9.775815892,79.42355828,0.18
35.39,10.44976537,74.73029223,0.43
57.49,9.385636033,66.35340166,1.06
83.24,9.612851478,75.74979807,1.39
107.61,10.7634031,79.89205412,2.22
128.03,11.76122607,67.96471548,2.8
149.08,11.40690483,71.79313545,3.54
181.33,10.49052527,71.32972293,3.23
226.03,12.45863312,67.76459735,3.42
254.22,13.58539068,62.4789915,3.71
274.96,11.80245487,69.57873349,4.0
248.98,13.66617011,66.95831855,3.72
294.81,13.74829443,64.00980717,5.36
333.82,13.28069274,58.01301381,5.1
343.6,13.987154,65.84073647,4.43
380.96,15.90864926,60.44868243,5.09
379.12,15.31796053,56.10790146,4.65
352.07,16.75295887,55.54661577,4.71
410.39,15.41663849,55.36681044,5.57
421.05,14.9989736,64.33638737,5.91
379.09,17.52391424,62.0382907,5.15
409.73,14.52218853,56.41345447,5.13
446.15,16.9896493,65.60754466,5.28
422.14,17.08532495,54.90925228,5.33
398.53,14.54768785,62.97168829,5.87
395.14,17.01448287,54.99750411,5.19
374.28,18.29278739,53.27280774,4.63
422.47,16.03242152,55.87483428,5.32
351.68,17.19672418,63.72921927,5.04
353.91,16.94080402,66.08400557,4.31
275.45,14.91287506,58.39555521,4.16
226.59,16.64389716,66.34022914,3.69
242.24,15.80889973,64.49174253,3.11
171.5,16.5054182,63.7974251,3.28
167.44,15.34375202,57.46714824,3.39
131.29,13.39511258,63.00377082,2.4
85.87,16.10309181,66.84310032,1.87
43.51,15.38150918,63.7327466,1.0
20.77,14.88945371,62.52679299,0.43
0.0,13.10762423,61.46395297,0.2
0.0,15.34244264,74.47846382,0.1
0.0,12.74687304,68.82023455,0.0
0.0,14.71938641,74.65418837,0.0
0.0,13.31827177,68.69357013,0.0
0.0,11.80267784,67.64887966,0.0
0.0,13.58163222,66.13372169,0.0
0.0,13.39932476,61.74200265,0.0
10.37,7.749386263,75.875217,0.12
21.77,8.589250152,78.70140625,0.23
36.51,8.568468356,70.16768512,0.59
61.01,9.20212958,70.13041214,1.0
88.35,9.243279252,80.04292111,2.29
120.22,9.801579365,78.24454681,2.82
136.24,10.2414402,76.8232499,3.88
150.8,10.00166464,65.24409217,3.94
200.23,10.17008054,64.59493697,5.56
189.93,11.93405449,64.16183584,5.62
203.25,11.41957186,64.27849274,4.74
246.31,10.68100409,68.98190171,6.36
229.98,12.57001303,68.99760722,6.13
275.12,14.35001243,58.49946931,6.62
252.26,12.53942805,58.28908862,7.22
274.13,13.9301423,62.39219616,6.51
279.47,13.79950193,53.94363821,8.77
287.09,15.64487952,60.24184348,8.37
303.45,12.86727928,57.3565251,10.38
320.03,16.36455117,58.88377893,9.25
317.44,15.31887393,53.63448064,8.99
267.11,15.00895794,51.86539242,11.13
265.23,15.69830391,53.54036339,11.1
288.46,14.16206045,51.62587902,10.98
279.74,14.24575637,49.9267319,9.66
272.56,14.44460419,53.02783528,10.59
330.0,16.20013211,54.31665643,8.64
300.47,17.92000612,53.74279835,8.78
248.99,14.60784963,46.82155787,7.45
267.94,16.48260619,52.50919686,7.34
212.44,16.96665723,47.24729058,5.37
221.64,15.49010469,58.59393376,5.27
175.03,17.34186366,59.545021,4.48
143.14,16.71929276,53.90747688,4.6
113.81,14.06058168,54.04287542,3.76
111.58,16.29380002,56.62111396,3.24
85.1,16.51582257,62.5544869,2.35
57.14,14.4875911,52.96889423,1.8
28.53,14.50358007,53.35597984,0.87
11.54,13.30584168,60.73401744,0.44
0.0,13.07006018,58.73411341,0.18
0.0,14.7298084,60.82448121,0.1
0.0,12.63196975,61.16488854,0.0
0.0,11.97586388,65.58346423,0.0
0.0,12.73188905,65.60540368,0.0
0.0,14.24457712,69.14674011,0.0
0.0,12.71148752,64.91584062,0.0
0.0,12.80270142,68.03633588,0.0
14.16,8.425031592,83.07060604,0.32
28.24,8.931937968,81.17830583,0.68
53.53,7.670538359,85.16341538,1.58
70.05,7.490878881,84.06635271,2.79
104.61,9.297339155,83.31262474,3.77
131.69,8.007602381,70.20011787,4.87
163.36,9.440796658,76.52071316,5.55
174.23,10.43191086,72.14600319,6.28
201.63,8.714823409,76.80581849,8.5
251.53,9.382698021,68.73003466,8.54
270.52,9.796046625,63.89087169,11.94
260.08,11.37159961,68.16291151,12.63
258.82,10.73174699,61.3839573,12.31
289.96,12.62593965,61.16467524,11.83
304.64,12.75858183,60.95510788,11.22
289.03,12.63299262,56.82199466,12.56
305.94,12.27348171,59.43589718,12.12
308.13,11.98578271,63.23268714,14.84
319.45,12.02587425,63.72311182,12.84
297.1,13.20951753,53.9950504,14.99
309.39,11.90358603,61.36020943,14.48
313.57,14.51464603,61.81291526,16.31
297.2,13.1334315,63.74085637,16.01
287.67,15.2579624,58.82040185,13.57
305.02,12.85493155,58.55982831,13.0
264.85,13.21223078,58.17670879,13.39
298.39,15.46235332,64.30802801,12.59
240.85,15.09002349,63.7624617,13.95
253.84,13.40702128,52.72101845,10.43
226.58,14.57191822,61.81870221,11.44
190.88,14.61939585,54.33281229,10.63
157.52,12.774114,63.17880886,7.04
112.18,14.43053329,64.00234791,5.22
84.46,14.95691263,66.04462104,5.61
66.9,12.107868,60.14880527,3.55
59.74,11.91049325,65.76191195,3.37
45.56,12.98399365,67.19000495,2.99
26.85,11.60327282,63.661889,1.99
13.74,12.76411085,73.45546505,1.25
0.0,12.70938441,66.727646,0.63
0.0,10.70144584,68.10720708,0.25
0.0,11.06798182,67.89226037,0.13
0.0,11.45266282,67.95230418,0.0
0.0,11.17454364,64.41595391,0.0
0.0,11.35788162,75.41022785,0.0
0.0,11.00736946,77.85251323,0.0
0.0,10.87233966,67.59404806,0.0
0.0,11.60305607,80.3912781,0.0
16.18,6.796032087,71.62234079,0.11
33.45,7.031991739,65.43449837,0.21
69.04,6.569448171,74.51017583,0.54
87.93,6.826235537,66.6105381,1.1
139.41,8.149259581,60.2791993,1.73
175.88,8.00373584,63.02095084,2.83
222.82,9.790676867,60.71153346,3.44
303.44,9.525005061,54.77448434,3.14
344.1,10.47751312,56.81262879,3.18
372.24,10.85587205,55.14501864,4.6
384.22,12.028304,58.66525838,4.98
396.28,11.63772124,50.00921388,4.75
402.41,13.7901223,46.42727716,4.87
410.59,12.59585197,44.17724533,4.95
500.47,14.47346306,50.67766386,4.83
418.45,16.63468997,41.71629407,4.79
446.04,14.51483575,41.25592009,5.82
531.93,15.03318977,42.47927905,6.69
506.57,16.40368424,41.45958117,6.0
567.34,14.38226617,46.67879561,5.68
466.26,16.79975048,46.13448803,7.24
512.88,15.31409989,46.27311001,5.86
556.07,17.57426417,45.22297072,6.87
577.31,17.63422873,38.59892863,6.83
518.88,15.49261643,42.97028424,5.83
559.74,16.54080053,36.73487509,6.95
519.1,15.2600625,37.46786838,5.54
462.34,17.26403432,36.26577172,6.53
514.55,16.71734817,39.79631342,5.3
436.53,15.64206619,44.20558812,5.33
423.87,16.51899305,40.96867655,4.76
335.88,15.53003906,42.47548731,4.95
254.7,14.06680927,38.13353122,4.33
264.39,13.91774813,38.8811468,4.94
217.34,14.57187807,40.24928547,3.56
